 VARIABLES="V","X"
 ZONE T="Ghia_RE=1000" I= 17 F=POINT
 0         0
  .27485  .0625  
0.29012  .0703 
 0.30353 .0781
0.32627 0.0938
  0.37095  .1563 
   0.33075  0.2266
  0.32235 .2344 
  0.02526  0.5   
 -.31966  0.8047  
   -.42665  0.8594 
   -.51550 0.9063 
   -.39188  0.9453 
   -.33714  0.9531 
   -.27669  0.9609 
    -.21338  0.9688
       0  1.0   


