           1   0.00000000       0.00000000       0.00000000    
           2  0.211083993       7.76195526E-03  0.283358753    
           3  0.148198307       4.48633544E-02  0.211306006    
           4  0.132352278       6.35823309E-02  0.191043556    
           5  0.124805517       6.36410415E-02  0.176166669    
           6  0.115800574       6.23374470E-02  0.169338375    
           7  0.109416917       6.12595789E-02  0.165628895    
           8  0.104478434       6.02426007E-02  0.163633570    
           9  0.101142690       5.95483892E-02  0.162764266    
          10   9.85674039E-02   5.89410141E-02  0.162777498    
          11   9.62204859E-02   5.85149154E-02  0.163164556    
          12   9.43845883E-02   5.81212081E-02  0.163879827    
          13   9.28635076E-02   5.78026772E-02  0.164496735    
          14   9.17267278E-02   5.74966520E-02  0.164931312    
          15   9.09554064E-02   5.72274402E-02  0.165133998    
          16   9.03547108E-02   5.68914488E-02  0.165007442    
          17   8.98570865E-02   5.65019138E-02  0.164457500    
          18   8.95682052E-02   5.61053641E-02  0.163537040    
          19   8.94171298E-02   5.56278825E-02  0.162291050    
          20   8.91628936E-02   5.50810508E-02  0.160829663    
          21   8.88067484E-02   5.45383990E-02  0.159161985    
          22   8.83356631E-02   5.40084243E-02  0.157306731    
          23   8.78207460E-02   5.34799844E-02  0.155345932    
          24   8.72094035E-02   5.29748313E-02  0.153247982    
          25   8.64706114E-02   5.25332652E-02  0.151085705    
          26   8.56065303E-02   5.21403886E-02  0.149042949    
          27   8.47494677E-02   5.17942272E-02  0.147032216    
          28   8.38587359E-02   5.14869392E-02  0.145042226    
          29   8.29017758E-02   5.12076542E-02  0.143061548    
          30   8.19197893E-02   5.09609692E-02  0.141076416    
          31   8.09229463E-02   5.07086627E-02  0.139216244    
          32   7.99287632E-02   5.04566878E-02  0.137480944    
          33   7.90007338E-02   5.02320975E-02  0.135819003    
          34   7.81108588E-02   5.00328690E-02  0.134201944    
          35   7.72175044E-02   4.98287007E-02  0.132659853    
          36   7.63757154E-02   4.96225655E-02  0.131241173    
          37   7.55859315E-02   4.94358726E-02  0.129967958    
          38   7.47992620E-02   4.92709801E-02  0.128811046    
          39   7.40766898E-02   4.90938500E-02  0.127715141    
          40   7.34375864E-02   4.89108823E-02  0.126651168    
          41   7.28529617E-02   4.87263985E-02  0.125636816    
          42   7.22841248E-02   4.85473536E-02  0.124728158    
          43   7.17428699E-02   4.83631939E-02  0.123908296    
          44   7.12710023E-02   4.81546298E-02  0.123150878    
          45   7.08156228E-02   4.79487702E-02  0.122438297    
          46   7.03730732E-02   4.77524586E-02  0.121794641    
          47   6.99738041E-02   4.75694090E-02  0.121205695    
          48   6.96097165E-02   4.73868623E-02  0.120689459    
          49   6.92595392E-02   4.71936762E-02  0.120178163    
          50   6.89675212E-02   4.69912142E-02  0.119695872    
          51   6.87106550E-02   4.67827097E-02  0.119277611    
