 Variables= "V" , "X"
   0.00000000       0.00000000    
   0.00000000       1.25000002E-02
   7.73104504E-02   2.50000004E-02
  0.132580593       3.75000015E-02
  0.170940056       5.00000007E-02
  0.197789013       6.25000000E-02
  0.217337459       7.50000030E-02
  0.232286662       8.74999985E-02
  0.244158700      0.100000001    
  0.253753841      0.112500004    
  0.261493683      0.125000000    
  0.267618537      0.137500003    
  0.272283733      0.150000006    
  0.275602311      0.162500009    
  0.277664125      0.174999997    
  0.278544784      0.187500000    
  0.278310895      0.200000003    
  0.277023375      0.212500006    
  0.274739474      0.225000009    
  0.271514356      0.237499997    
  0.267401814      0.250000000    
  0.262454569      0.262500018    
  0.256724834      0.275000006    
  0.250264138      0.287499994    
  0.243123338      0.300000012    
  0.235352546      0.312500000    
  0.227000922      0.325000018    
  0.218116432      0.337500006    
  0.208745465      0.349999994    
  0.198932394      0.362500012    
  0.188718855      0.375000000    
  0.178142890      0.387500018    
  0.167237848      0.400000006    
  0.156030834      0.412499994    
  0.144540444      0.425000012    
  0.132773459      0.437500000    
  0.120719939      0.450000018    
  0.108346067      0.462500006    
   9.55835432E-02  0.474999994    
   8.23130161E-02  0.487500012    
   6.83381930E-02  0.500000000    
   5.33476211E-02  0.512499988    
   3.68746296E-02  0.525000036    
   1.83673315E-02  0.537500024    
  -2.05579260E-03  0.550000012    
  -2.27117185E-02  0.562500000    
  -4.19227630E-02  0.574999988    
  -5.93050756E-02  0.587500036    
  -7.50003308E-02  0.600000024    
  -8.93113762E-02  0.612500012    
 -0.102561772      0.625000000    
 -0.115049481      0.637499988    
 -0.127038479      0.650000036    
 -0.138766319      0.662500024    
 -0.150456280      0.675000012    
 -0.162327617      0.687500000    
 -0.174601138      0.699999988    
 -0.187498778      0.712500036    
 -0.201234877      0.725000024    
 -0.215998799      0.737500012    
 -0.231930196      0.750000000    
 -0.249090225      0.762499988    
 -0.267433643      0.775000036    
 -0.286786824      0.787500024    
 -0.306834817      0.800000012    
 -0.327117920      0.812500000    
 -0.347035468      0.824999988    
 -0.365852922      0.837500036    
 -0.382708639      0.850000024    
 -0.396618009      0.862500012    
 -0.406475127      0.875000000    
 -0.411054611      0.887499988    
 -0.409020036      0.900000036    
 -0.398949504      0.912500024    
 -0.379398406      0.925000012    
 -0.349035382      0.937500000    
 -0.306919575      0.949999988    
 -0.253034204      0.962500036    
 -0.189206034      0.975000024    
 -0.120263182      0.987500012    
  -5.42671941E-02   1.00000000    
